"route_id","shape_id","stop_id"
100005,21106108,9000
100005,21106108,9010
100005,21106108,31132
100005,21106108,31134
100005,21106108,46420
100005,21106108,46430
100005,21106108,46440
100005,21106108,46450
100005,21106108,46464
100005,21106108,55226
100005,21106108,55960
100005,21106108,55980
100005,21106108,55991
100005,21106108,56000
100005,21106108,56021
100005,21106108,56031
100005,21106108,56041
100005,21106108,56061
100005,21106108,56081
100005,21106108,56099
100005,21106108,56111
100005,21106108,56130
100005,21106108,56151
100005,21106108,56161
100005,21106108,56162
100005,21106108,56164
100005,21106108,56165
100005,21106108,56275
100005,21106108,56280
100005,21106108,56290
100005,21106108,56300
100005,21106108,56310
100005,21106108,56320
100005,21106108,56330
100005,21106108,56340
100005,21106108,56350
100005,21106108,56360
100005,21106108,56370
100005,21106108,56372
100005,21106108,56373
100005,21106108,56374
100005,21106108,56376
100005,21106108,56440
100005,21106108,56450
100005,21106108,56460
100005,21106108,56470
100005,21106108,56480
100005,21106108,56500
100006,10107002,8080
100006,10107002,30140
100006,10107002,30160
100006,10107002,30170
100006,10107002,30171
100006,10107002,30180
100006,10107002,30190
100006,10107002,30211
100006,10107002,30220
100006,10107002,30240
100006,10107002,30250
100006,10107002,30270
100006,10107002,30290
100006,10107002,30300
100006,10107002,30310
100006,10107002,30320
100006,10107002,30330
100006,10107002,30510
100006,10107002,41740
100006,10107002,41750
100006,10107002,41760
100006,10107002,41780
100006,10107002,41800
100006,10107002,41805
100006,10107002,41819
100006,10107002,41830
100006,10107002,41850
100006,10107002,41870
100006,10107002,41880
100006,10107002,41890
100006,10107002,45320
100006,10107002,45360
100006,10107002,45375
100006,10107002,45390
100006,10107002,45400
100006,10107002,45410
100006,10107002,45430
100006,10107002,45440
100006,10107002,45441
100006,10107002,45442
100006,10107002,45451
100006,10107002,45452
100006,10107002,45453
100006,10107002,45460
100006,10107002,45692
100006,10107002,45700
100006,10107002,45731
100006,10107002,45732
100006,10107002,46477
100006,10107002,55064
100006,10107002,55371
100006,10107002,55373
100006,10107002,55375
100006,10107002,55377
100006,10107002,55380
100006,10107002,55395
100006,10107002,55400
100006,10107002,55410
100006,10107002,55420
100006,10107002,55430
100006,10107002,55441
100006,10107002,55450
100006,10107002,55460
100006,10107002,55470
100006,10107002,55472
100006,10107002,55474
100006,10107002,79520
100006,10107002,79521
100006,21107003,3810
100006,21107003,9000
100006,21107003,9010
100006,21107003,30790
100006,21107003,30800
100006,21107003,30970
100006,21107003,30981
100006,21107003,31010
100006,21107003,31030
100006,21107003,31050
100006,21107003,31060
100006,21107003,31070
100006,21107003,31090
100006,21107003,31111
100006,21107003,31130
100006,21107003,31131
100006,21107003,31132
100006,21107003,31134
100006,21107003,41740
100006,21107003,41750
100006,21107003,42048
100006,21107003,42050
100006,21107003,42070
100006,21107003,42080
100006,21107003,42091
100006,21107003,42105
100006,21107003,42120
100006,21107003,42130
100006,21107003,42140
100006,21107003,46040
100006,21107003,46061
100006,21107003,46080
100006,21107003,46221
100006,21107003,46233
100006,21107003,46234
100006,21107003,46235
100006,21107003,46294
100006,21107003,46330
100006,21107003,46331
100006,21107003,46350
100006,21107003,46365
100006,21107003,46380
100006,21107003,46390
100006,21107003,46410
100006,21107003,46440
100006,21107003,46450
100006,21107003,46479
100006,21107003,55226
100006,21107003,55228
100006,21107003,55230
100006,21107003,55240
100006,21107003,55250
100006,21107003,55260
100006,21107003,55280
100006,21107003,55290
100006,21107003,55300
100006,21107003,55310
100006,21107003,55320
100006,21107003,55330
100006,21107003,55340
100006,21107003,55350
100006,21107003,55360
100006,21107003,55370
100006,21107003,55372
100006,21107003,55374
100006,21107003,55376
100006,21107003,55378
100006,21107003,56374
100006,21107003,79522
100006,21107003,79610
100006,21107005,3810
100006,21107005,9000
100006,21107005,9010
100006,21107005,30790
100006,21107005,30800
100006,21107005,30970
100006,21107005,30981
100006,21107005,31010
100006,21107005,31030
100006,21107005,31050
100006,21107005,31060
100006,21107005,31070
100006,21107005,31090
100006,21107005,31111
100006,21107005,31130
100006,21107005,31131
100006,21107005,31132
100006,21107005,31134
100006,21107005,41740
100006,21107005,41750
100006,21107005,42048
100006,21107005,42050
100006,21107005,42070
100006,21107005,42080
100006,21107005,42091
100006,21107005,42105
100006,21107005,42120
100006,21107005,42130
100006,21107005,42140
100006,21107005,46040
100006,21107005,46061
100006,21107005,46080
100006,21107005,46221
100006,21107005,46233
100006,21107005,46234
100006,21107005,46235
100006,21107005,46294
100006,21107005,46330
100006,21107005,46331
100006,21107005,46350
100006,21107005,46365
100006,21107005,46380
100006,21107005,46390
100006,21107005,46410
100006,21107005,46440
100006,21107005,46450
100006,21107005,46463
100006,21107005,55226
100006,21107005,55228
100006,21107005,55230
100006,21107005,55240
100006,21107005,55250
100006,21107005,55260
100006,21107005,55280
100006,21107005,55290
100006,21107005,55300
100006,21107005,55310
100006,21107005,55320
100006,21107005,55330
100006,21107005,55340
100006,21107005,55350
100006,21107005,55360
100006,21107005,55370
100006,21107005,55372
100006,21107005,55374
100006,21107005,55376
100006,21107005,55378
100006,21107005,56374
100006,21107005,79522
100006,21107005,79610
100009,11011002,1085
100009,11011002,1110
100009,11011002,1120
100009,11011002,1180
100009,11011002,1190
100009,11011002,1195
100009,11011002,11132
100009,11011002,11140
100009,11011002,11150
100009,11011002,11520
100009,11011002,11535
100009,11011002,12210
100009,11011002,12372
100009,11011002,12373
100009,11011002,12375
100009,11011002,12376
100009,11011002,12377
100009,11011002,12378
100009,11011002,12380
100009,11011002,12390
100009,11011002,12400
100009,11011002,12410
100009,11011002,12420
100009,11011002,12430
100009,11011002,12440
100009,11011002,12450
100009,11011002,12460
100009,11011002,12470
100009,11011002,12480
100009,11011003,1180
100009,11011003,1190
100009,11011003,1195
100009,11011003,11132
100009,11011003,11140
100009,11011003,11150
100009,11011003,11520
100009,11011003,11535
100009,11011003,12210
100009,11011003,12372
100009,11011003,12373
100009,11011003,12375
100009,11011003,12376
100009,11011003,12377
100009,11011003,12378
100009,11011003,12380
100009,11011003,12390
100009,11011003,12400
100009,11011003,12410
100009,11011003,12420
100009,11011003,12430
100009,11011003,12440
100009,11011003,12450
100009,11011003,12460
100009,11011003,12470
100009,11011003,12480
100009,20011004,1085
100009,20011004,11080
100009,20011004,11090
100009,20011004,11100
100009,20011004,11480
100009,20011004,11490
100009,20011004,12210
100009,20011004,12220
100009,20011004,12230
100009,20011004,12240
100009,20011004,12250
100009,20011004,12260
100009,20011004,12270
100009,20011004,12280
100009,20011004,12290
100009,20011004,12310
100009,20011004,12322
100009,20011004,12340
100009,20011004,12350
100009,20011004,12351
100009,20011004,12352
100009,20011004,12353
100009,20011004,12354
100009,20011005,1085
100009,20011005,1110
100009,20011005,1120
100009,20011005,11080
100009,20011005,11090
100009,20011005,11100
100009,20011005,11480
100009,20011005,11490
100009,20011005,12210
100009,20011005,12220
100009,20011005,12230
100009,20011005,12240
100009,20011005,12250
100009,20011005,12260
100009,20011005,12270
100009,20011005,12280
100009,20011005,12290
100009,20011005,12310
100009,20011005,12322
100009,20011005,12340
100009,20011005,12350
100009,20011005,12351
100009,20011005,12352
100009,20011005,12353
100009,20011005,12354
100009,20011006,450
100009,20011006,480
100009,20011006,500
100009,20011006,515
100009,20011006,1085
100009,20011006,1110
100009,20011006,11080
100009,20011006,11090
100009,20011006,11100
100009,20011006,11480
100009,20011006,11490
100009,20011006,12210
100009,20011006,12220
100009,20011006,12230
100009,20011006,12240
100009,20011006,12250
100009,20011006,12260
100009,20011006,12270
100009,20011006,12280
100009,20011006,12290
100009,20011006,12310
100009,20011006,12322
100009,20011006,12340
100009,20011006,12350
100009,20011006,12351
100009,20011006,12352
100009,20011006,12353
100009,20011006,12354
100009,20011006,99271
100011,10111004,620
100011,10111004,628
100011,10111004,648
100011,10111004,670
100011,10111004,700
100011,10111004,992
100011,10111004,1010
100011,10111004,1040
100011,10111004,44968
100011,10111004,44969
100011,10111004,44970
100011,10111004,44972
100011,10111004,44974
100011,10111004,44976
100011,10111004,44977
100011,10111004,44978
100011,10111004,44980
100011,10111004,45010
100011,10111004,45020
100011,10111004,45021
100011,10111004,45022
100011,10111004,45170
100011,10111004,46565
100011,10111004,54000
100011,10111004,54001
100011,10111004,54002
100011,10111004,54140
100011,10111004,54145
100011,10111004,54150
100011,10111004,54152
100011,10111004,56610
100011,10111004,56620
100011,10111004,56631
100011,10111004,56649
100011,10111004,56660
100011,10111004,56670
100011,10111004,56680
100011,10111004,56690
100011,10111004,56700
100011,10111004,56710
100011,10111004,56720
100011,10111004,56730
100011,10111004,56741
100011,10111004,56805
100011,10111004,56810
100011,10111004,56815
100011,10111004,56820
100011,10111004,56825
100011,10111004,56830
100011,10111004,56835
100011,10111004,56840
100011,10111004,56845
100011,10111004,56850
100011,10111004,56855
100011,10111004,56860
100011,10111004,56865
100011,10111004,56870
100011,10111004,56871
100011,10111004,56872
100011,10111004,56874
100011,10111004,56875
100011,10111004,56876
100011,10111004,56877
100011,10111004,56878
100011,10111004,56879
100011,10111004,56880
100011,10111004,56881
100011,10111004,56882
100011,10111004,56883
100011,10111004,80322
100011,10111004,82780
100011,21111003,250
100011,21111003,280
100011,21111003,320
100011,21111003,360
100011,21111003,375
100011,21111003,45023
100011,21111003,45024
100011,21111003,45145
100011,21111003,46570
100011,21111003,46575
100011,21111003,46720
100011,21111003,46730
100011,21111003,54003
100011,21111003,54005
100011,21111003,54010
100011,21111003,54015
100011,21111003,54020
100011,21111003,54025
100011,21111003,54030
100011,21111003,54035
100011,21111003,54045
100011,21111003,54050
100011,21111003,54055
100011,21111003,54060
100011,21111003,54065
100011,21111003,54070
100011,21111003,54075
100011,21111003,54080
100011,21111003,54085
100011,21111003,54090
100011,21111003,54095
100011,21111003,54100
100011,21111003,54105
100011,21111003,54110
100011,21111003,54115
100011,21111003,54120
100011,21111003,54125
100011,21111003,54130
100011,21111003,54135
100011,21111003,54760
100011,21111003,54770
100011,21111003,54780
100011,21111003,54790
100011,21111003,54800
100011,21111003,54810
100011,21111003,54820
100011,21111003,54830
100011,21111003,54841
100011,21111003,54860
100011,21111003,54870
100011,21111003,54880
100011,21111003,56790
100011,21111003,56792
100011,21111003,56795
100011,21111003,56800
100011,21111003,56805
100011,21111003,57560
100011,21111003,57562
100011,21111003,57563
100011,21111003,57564
100011,21111003,57566
100011,21111003,57568
100011,21111003,57570
100011,21111003,57571
100011,21111003,57572
100011,21111003,57574
100011,21111003,84280
100012,10113006,548
100012,10113006,570
100012,10113006,1559
100012,10113006,1561
100012,10113006,21080
100012,10113006,21090
100012,10113006,21110
100012,10113006,21120
100012,10113006,21140
100012,10113006,21141
100012,10113006,21250
100012,10113006,21280
100012,10113006,21290
100012,10113006,40801
100012,10113006,40802
100012,10113006,40804
100012,10113006,40806
100012,10113006,40807
100012,10113006,85170
100012,10113006,85180
100012,10113006,85190
100012,10113006,85200
100012,10113006,85210
100012,10113006,85220
100012,10113006,85230
100012,21113008,250
100012,21113008,260
100012,21113008,300
100012,21113008,340
100012,21113008,1558
100012,21113008,1562
100012,21113008,21141
100012,21113008,21150
100012,21113008,21170
100012,21113008,22255
100012,21113008,22256
100012,21113008,31560
100012,21113008,31580
100012,21113008,31590
100012,21113008,85059
100012,21113008,85062
100012,21113008,85064
100012,21113008,85066
100012,21113008,85067
100012,21113008,85070
100012,21113008,85090
100012,21113008,85100
100012,21113008,85110
100012,21113008,85120
100012,21113008,85130
100012,21113008,85140
100012,21113008,85150
100012,21113008,85160
100012,21113008,85170
100016,10118005,46769
100016,10118005,46770
100016,10118005,46791
100016,10118005,46800
100016,10118005,46830
100016,10118005,46840
100016,10118005,46850
100016,10118005,46870
100016,10118005,46880
100016,10118005,46888
100016,10118005,46890
100016,10118006,46770
100016,10118006,46791
100016,10118006,47255
100016,10118008,46769
100016,10118008,46770
100016,10118008,46791
100016,10118008,46800
100016,10118008,46830
100016,10118008,46840
100016,10118008,46850
100016,10118008,46870
100016,10118008,46880
100016,10118008,46888
100016,10118008,46890
100016,10118008,47255
100016,10118013,46766
100016,10118013,46770
100016,10118013,46791
100016,10118013,46800
100016,10118013,46830
100016,10118013,46840
100016,10118013,46850
100016,10118013,46870
100016,10118013,46880
100016,10118013,46888
100016,10118013,46890
100016,10118013,47255
100016,10118016,46769
100016,10118016,46840
100016,10118016,46850
100016,10118016,46870
100016,10118016,46880
100016,10118016,46888
100016,10118016,46890
100016,21118002,46769
100016,21118002,46773
100016,21118002,46792
100016,21118002,46871
100016,21118002,47080
100016,21118002,47110
100016,21118002,47120
100016,21118002,47230
100016,21118002,47240
100016,21118002,47255
100016,21118003,46769
100016,21118003,46770
100016,21118003,46773
100016,21118003,46792
100016,21118003,46871
100016,21118003,47080
100016,21118003,47110
100016,21118003,47120
100016,21118003,47230
100016,21118003,47235
100016,21118003,47240
100016,21118004,46769
100016,21118004,46773
100016,21118004,46871
100016,21118004,47080
100016,21118004,47110
100016,21118004,47240
100016,21118012,46769
100016,21118012,46773
100016,21118012,46792
100016,21118012,46871
100016,21118012,47080
100016,21118012,47110
100016,21118012,47120
100016,21118012,47165
100016,21118012,47175
100016,21118012,47230
100016,21118012,47240
100016,21118012,47255
100017,10119003,46766
100017,10119003,46776
100017,10119003,46785
100017,10119003,46791
100017,10119003,46800
100017,10119003,46818
100017,10119003,46822
100017,10119003,46830
100017,10119003,46840
100017,10119003,46850
100017,10119003,46870
100017,10119003,46880
100017,10119003,46888
100017,10119003,46890
100017,10119005,46769
100017,10119005,46776
100017,10119005,46785
100017,10119005,46791
100017,10119005,46800
100017,10119005,46818
100017,10119005,46822
100017,10119005,46830
100017,10119005,46840
100017,10119005,46850
100017,10119005,46870
100017,10119005,46880
100017,10119005,46888
100017,10119005,46890
100017,10119009,46769
100017,10119009,46776
100017,10119009,46785
100017,10119009,46791
100017,10119009,46800
100017,10119009,46822
100017,10119009,46830
100017,10119009,46840
100017,10119009,46850
100017,10119009,46870
100017,10119009,46880
100017,10119009,46888
100017,10119009,46890
100017,21119008,46769
100017,21119008,46773
100017,21119008,46792
100017,21119008,46822
100017,21119008,46871
100017,21119008,47080
100017,21119008,47110
100017,21119008,47120
100017,21119008,47165
100017,21119008,47175
100017,21119008,47240
100017,21119010,46769
100017,21119010,46773
100017,21119010,46792
100017,21119010,46819
100017,21119010,46822
100017,21119010,46871
100017,21119010,47080
100017,21119010,47110
100017,21119010,47120
100017,21119010,47165
100017,21119010,47175
100017,21119010,47240
100018,11012003,1300
100018,11012003,1420
100018,11012003,1580
100018,11012003,1590
100018,11012003,1890
100018,11012003,3156
100018,11012003,12371
100018,11012003,12372
100018,11012003,12373
100018,11012003,13190
100018,11012003,13200
100018,11012003,13291
100018,11012003,13292
100018,11012003,13293
100018,11012003,13294
100018,11012003,13310
100018,11012003,13320
100018,11012003,13330
100018,11012003,13340
100018,11012003,13350
100018,11012003,13360
100018,11012003,13370
100018,11012003,13380
100018,11012003,13381
100018,11012006,1300
100018,11012006,1580
100018,11012006,1590
100018,11012006,3156
100018,11012006,12371
100018,11012006,12372
100018,11012006,12373
100018,11012006,13190
100018,11012006,13200
100018,11012006,13291
100018,11012006,13292
100018,11012006,13293
100018,11012006,13294
100018,11012006,13310
100018,11012006,13320
100018,11012006,13330
100018,11012006,13340
100018,11012006,13350
100018,11012006,13360
100018,11012006,13370
100018,11012006,13380
100018,11012006,13381
100018,20012002,1400
100018,20012002,1415
100018,20012002,1420
100018,20012002,12353
100018,20012002,12354
100018,20012002,12355
100018,20012002,13200
100018,20012002,13210
100018,20012002,13220
100018,20012002,13230
100018,20012002,13240
100018,20012002,13250
100018,20012002,13260
100018,20012002,13270
100018,20012002,13277
100018,20012002,13282
100018,20012002,13283
100018,20012002,13284
100018,20012002,13285
100023,10124001,21680
100023,10124001,21690
100023,10124001,21700
100023,10124001,21710
100023,10124001,21720
100023,10124001,21730
100023,10124001,21765
100023,10124001,30635
100023,10124001,31610
100023,10124001,31613
100023,10124001,31620
100023,10124001,31630
100023,10124001,31631
100023,10124001,31641
100023,10124001,31650
100023,10124001,40871
100023,10124001,40873
100023,10124001,40876
100023,10124001,40880
100023,10124001,40881
100023,10124001,40882
100023,10124001,40885
100023,10124001,40890
100023,10124001,40892
100023,10124001,40894
100023,10124001,40896
100023,10124001,40898
100023,10124001,40900
100023,10124001,40999
100023,10124001,45740
100023,10124001,45751
100023,10124001,60920
100023,10124001,60923
100023,10124001,60930
100023,10124001,60950
100023,10124001,60958
100023,10124001,60970
100023,10124001,60980
100023,10124001,60983
100023,10124001,79561
100023,10124001,79562
100023,10124002,531
100023,10124002,548
100023,10124002,570
100023,10124002,590
100023,10124002,600
100023,10124002,605
100023,10124002,619
100023,10124002,21680
100023,10124002,21690
100023,10124002,21700
100023,10124002,21710
100023,10124002,21720
100023,10124002,21730
100023,10124002,21765
100023,10124002,30635
100023,10124002,31610
100023,10124002,31613
100023,10124002,31620
100023,10124002,31630
100023,10124002,31631
100023,10124002,31641
100023,10124002,31650
100023,10124002,40871
100023,10124002,40873
100023,10124002,40876
100023,10124002,40880
100023,10124002,40881
100023,10124002,40882
100023,10124002,40885
100023,10124002,40890
100023,10124002,40892
100023,10124002,40894
100023,10124002,40896
100023,10124002,40898
100023,10124002,40900
100023,10124002,40999
100023,10124002,45740
100023,10124002,45751
100023,10124002,60920
100023,10124002,60923
100023,10124002,60930
100023,10124002,60950
100023,10124002,60958
100023,10124002,60970
100023,10124002,60980
100023,10124002,60983
100023,10124002,79561
100023,10124002,79562
100023,10124004,531
100023,10124004,548
100023,10124004,570
100023,10124004,619
100023,10124004,21680
100023,10124004,21690
100023,10124004,21700
100023,10124004,21710
100023,10124004,21720
100023,10124004,21730
100023,10124004,21765
100023,10124004,30635
100023,10124004,31610
100023,10124004,31613
100023,10124004,31620
100023,10124004,31630
100023,10124004,31631
100023,10124004,31641
100023,10124004,31650
100023,10124004,40871
100023,10124004,40873
100023,10124004,40876
100023,10124004,40880
100023,10124004,40881
100023,10124004,40882
100023,10124004,40885
100023,10124004,40890
100023,10124004,40892
100023,10124004,40894
100023,10124004,40896
100023,10124004,40898
100023,10124004,40900
100023,10124004,40999
100023,10124004,45740
100023,10124004,45751
100023,10124004,60920
100023,10124004,60923
100023,10124004,60930
100023,10124004,60950
100023,10124004,60958
100023,10124004,60970
100023,10124004,60980
100023,10124004,60983
100023,10124004,61082
100023,10124004,79561
100023,10124004,79562
100023,21124050,400
100023,21124050,420
100023,21124050,433
100023,21124050,468
100023,21124050,490
100023,21124050,515
100023,21124050,21833
100023,21124050,21860
100023,21124050,21870
100023,21124050,21880
100023,21124050,21890
100023,21124050,21910
100023,21124050,21920
100023,21124050,21940
100023,21124050,32165
100023,21124050,32180
100023,21124050,32182
100023,21124050,32192
100023,21124050,32200
100023,21124050,32210
100023,21124050,32215
100023,21124050,41000
100023,21124050,41010
100023,21124050,41020
100023,21124050,41030
100023,21124050,41040
100023,21124050,41060
100023,21124050,41080
100023,21124050,41740
100023,21124050,46022
100023,21124050,46025
100023,21124050,53070
100023,21124050,53072
100023,21124050,60922
100023,21124050,60990
100023,21124050,61000
100023,21124050,61012
100023,21124050,61020
100023,21124050,61040
100023,21124050,79569
100023,21124051,400
100023,21124051,420
100023,21124051,433
100023,21124051,468
100023,21124051,490
100023,21124051,515
100023,21124051,2220
100023,21124051,21833
100023,21124051,21860
100023,21124051,21870
100023,21124051,21880
100023,21124051,21890
100023,21124051,21910
100023,21124051,21920
100023,21124051,21940
100023,21124051,32165
100023,21124051,32180
100023,21124051,32182
100023,21124051,32192
100023,21124051,32200
100023,21124051,32210
100023,21124051,32215
100023,21124051,41000
100023,21124051,41010
100023,21124051,41020
100023,21124051,41030
100023,21124051,41040
100023,21124051,41060
100023,21124051,41080
100023,21124051,41740
100023,21124051,46022
100023,21124051,46025
100023,21124051,53070
100023,21124051,53072
100023,21124051,60922
100023,21124051,60990
100023,21124051,61000
100023,21124051,61012
100023,21124051,61020
100023,21124051,61040
100023,21124051,79569
100023,21124059,433
100023,21124059,468
100023,21124059,490
100023,21124059,515
100023,21124059,21833
100023,21124059,21860
100023,21124059,21870
100023,21124059,21880
100023,21124059,21890
100023,21124059,21910
100023,21124059,21920
100023,21124059,21940
100023,21124059,32165
100023,21124059,32180
100023,21124059,32182
100023,21124059,32192
100023,21124059,32200
100023,21124059,32210
100023,21124059,32215
100023,21124059,41000
100023,21124059,41010
100023,21124059,41020
100023,21124059,41030
100023,21124059,41040
100023,21124059,41060
100023,21124059,41080
100023,21124059,41740
100023,21124059,46022
100023,21124059,46025
100023,21124059,53070
100023,21124059,53072
100023,21124059,60922
100023,21124059,60990
100023,21124059,61000
100023,21124059,61012
100023,21124059,61020
100023,21124059,61040
100023,21124059,61082
100023,21124059,79569
100023,21124060,400
100023,21124060,420
100023,21124060,433
100023,21124060,468
100023,21124060,490
100023,21124060,515
100023,21124060,21833
100023,21124060,21860
100023,21124060,21870
100023,21124060,21880
100023,21124060,21890
100023,21124060,21910
100023,21124060,21920
100023,21124060,21940
100023,21124060,32165
100023,21124060,32180
100023,21124060,32182
100023,21124060,32192
100023,21124060,32200
100023,21124060,32210
